,QQQM,units bought of QQQM,cumulative QQQM,cost of QQQM,total cost of QQQM,value of QQQM,SPCE,units bought of SPCE,cumulative SPCE,cost of SPCE,total cost of SPCE,value of SPCE,TBT220121C00025000,units bought of TBT220121C00025000,cumulative TBT220121C00025000,cost of TBT220121C00025000,total cost of TBT220121C00025000,value of TBT220121C00025000,AGC220121C00015000,units bought of AGC220121C00015000,cumulative AGC220121C00015000,cost of AGC220121C00015000,total cost of AGC220121C00015000,value of AGC220121C00015000,ETH-USD,units bought of ETH-USD,cumulative ETH-USD,cost of ETH-USD,total cost of ETH-USD,value of ETH-USD,ADA-USD,units bought of ADA-USD,cumulative ADA-USD,cost of ADA-USD,total cost of ADA-USD,value of ADA-USD,SHIB-USD,units bought of SHIB-USD,cumulative SHIB-USD,cost of SHIB-USD,total cost of SHIB-USD,value of SHIB-USD,CRO-USD,units bought of CRO-USD,cumulative CRO-USD,cost of CRO-USD,total cost of CRO-USD,value of CRO-USD,SOL-USD,units bought of SOL-USD,cumulative SOL-USD,cost of SOL-USD,total cost of SOL-USD,value of SOL-USD,total invested,total value
2021-08-22,150.8146209716797,0.0,0.0,0.0,0.0,0.0,24.530000686645508,0.0,2.0,98.4000015258789,98.4000015258789,49.060001373291016,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3242.115478515625,0.0,0.0679,72.59971899414063,186.55102998046874,220.13964099121094,2.7137250900268555,0.0,141.22,74.38074574232103,218.63702914357185,383.2322572135925,7.999999979801942e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,36.432679908016325,0.1559009999036789,0.0,0.0,0.0,0.0,0.0,72.80391693115234,0.0,0.0,0.0,0.0,0.0,540.0207405579358,688.8645794861109
2021-08-23,153.0500946044922,0.0,0.0,0.0,0.0,0.0,25.440000534057617,0.0,2.0,98.4000015258789,98.4000015258789,50.880001068115234,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3319.25732421875,0.0,0.0679,72.59971899414063,186.55102998046874,225.37757231445312,2.917386054992676,0.0,141.22,74.38074574232103,218.63702914357185,411.99325868606564,7.999999979801942e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,36.432679908016325,0.15863600373268127,0.0,0.0,0.0,0.0,0.0,75.70803833007812,0.0,0.0,0.0,0.0,0.0,540.0207405579358,724.6835119766504
2021-08-24,153.55905151367188,0.0,0.0,0.0,0.0,0.0,26.479999542236328,0.0,2.0,98.4000015258789,98.4000015258789,52.959999084472656,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3172.456298828125,0.0,0.0679,72.59971899414063,186.55102998046874,215.4097826904297,2.7210910320281982,0.0,141.22,74.38074574232103,218.63702914357185,384.27247554302215,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.15317000448703766,0.0,0.0,0.0,0.0,0.0,70.67090606689453,0.0,0.0,0.0,0.0,0.0,540.0207405579358,684.5208527551783
2021-08-25,153.64889526367188,0.0,0.0,0.0,0.0,0.0,26.260000228881836,0.0,2.0,98.4000015258789,98.4000015258789,52.52000045776367,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3224.915283203125,0.0,0.0679,72.59971899414063,186.55102998046874,218.9717477294922,2.7381319999694824,0.0,141.22,74.38074574232103,218.63702914357185,386.6790010356903,7.999999979801942e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,36.432679908016325,0.15765400230884552,0.0,0.0,0.0,0.0,0.0,71.95156860351562,0.0,0.0,0.0,0.0,0.0,540.0207405579358,694.6034291309625
2021-08-26,152.7606964111328,0.0,0.0,0.0,0.0,0.0,25.450000762939453,0.0,2.0,98.4000015258789,98.4000015258789,50.900001525878906,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3100.325439453125,0.0,0.0679,72.59971899414063,186.55102998046874,210.5120973388672,2.5355279445648193,0.0,141.22,74.38074574232103,218.63702914357185,358.0672563314438,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.14904700219631195,0.0,0.0,0.0,0.0,0.0,75.31620788574219,0.0,0.0,0.0,0.0,0.0,540.0207405579358,651.3579506334437
2021-08-27,154.2177276611328,0.0,0.0,0.0,0.0,0.0,26.049999237060547,0.0,2.0,98.4000015258789,98.4000015258789,52.099998474121094,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3270.600830078125,0.0,0.0679,72.59971899414063,186.55102998046874,222.0737963623047,2.944196939468384,0.0,141.22,74.38074574232103,218.63702914357185,415.77949179172515,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.15688200294971466,0.0,0.0,0.0,0.0,0.0,88.08698272705078,0.0,0.0,0.0,0.0,0.0,540.0207405579358,721.8318820654048
2021-08-28,154.2177276611328,0.0,0.0,0.0,0.0,0.0,26.049999237060547,0.0,2.0,98.4000015258789,98.4000015258789,52.099998474121094,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3244.4033203125,0.0,0.0679,72.59971899414063,186.55102998046874,220.29498544921876,2.847490072250366,0.0,141.22,74.38074574232103,218.63702914357185,402.1225480031967,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.15595300495624542,0.0,0.0,0.0,0.0,0.0,96.70317077636719,0.0,0.0,0.0,0.0,0.0,540.0207405579358,706.3961273637904
2021-08-29,154.2177276611328,0.0,0.0,0.0,0.0,0.0,26.049999237060547,0.0,2.0,98.4000015258789,98.4000015258789,52.099998474121094,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3227.002685546875,0.0,0.0679,72.59971899414063,186.55102998046874,219.11348234863283,2.8559861183166504,0.0,141.22,74.38074574232103,218.63702914357185,403.32235962867736,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.160180002450943,0.0,0.0,0.0,0.0,0.0,94.46967315673828,0.0,0.0,0.0,0.0,0.0,540.0207405579358,706.4144358886851
2021-08-30,155.9641876220703,0.0,0.0,0.0,0.0,0.0,24.8799991607666,0.0,2.0,98.4000015258789,98.4000015258789,49.7599983215332,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3224.374267578125,0.0,0.0679,72.59971899414063,186.55102998046874,218.93501276855469,2.7331600189208984,0.0,141.22,74.38074574232103,218.63702914357185,385.97685787200925,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.1530430018901825,0.0,0.0,0.0,0.0,0.0,110.54480743408203,0.0,0.0,0.0,0.0,0.0,540.0207405579358,686.5504643993509
2021-08-31,155.81451416015625,0.0,0.0,0.0,0.0,0.0,27.110000610351562,0.0,2.0,98.4000015258789,98.4000015258789,54.220001220703125,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3433.732666015625,0.0,0.0679,72.59971899414063,186.55102998046874,233.15044802246095,2.772475004196167,0.0,141.22,74.38074574232103,218.63702914357185,391.5289200925827,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.15414999425411224,0.0,0.0,0.0,0.0,0.0,108.48377227783203,0.0,0.0,0.0,0.0,0.0,540.0207405579358,710.7779647730006
2021-09-01,156.09393310546875,0.0,0.0,0.0,0.0,0.0,26.790000915527344,0.0,2.0,98.4000015258789,98.4000015258789,53.58000183105469,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3834.828125,0.0,0.0679,72.59971899414063,186.55102998046874,260.38482968750003,2.870767116546631,0.0,141.22,74.38074574232103,218.63702914357185,405.40973219871523,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.1617940068244934,0.0,0.0,0.0,0.0,0.0,111.03300476074219,0.0,0.0,0.0,0.0,0.0,540.0207405579358,751.2531591545237
2021-09-02,156.0340576171875,0.0,0.0,0.0,0.0,0.0,25.989999771118164,0.0,2.0,98.4000015258789,98.4000015258789,51.97999954223633,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3790.989990234375,0.0,0.0679,72.59971899414063,186.55102998046874,257.4082203369141,2.963438034057617,0.0,141.22,74.38074574232103,218.63702914357185,418.4967191696167,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.16256099939346313,0.0,0.0,0.0,0.0,0.0,128.10238647460938,0.0,0.0,0.0,0.0,0.0,540.0207405579358,759.763534486021
2021-09-03,156.50311279296875,0.0,0.0,0.0,0.0,0.0,24.280000686645508,0.0,2.0,98.4000015258789,98.4000015258789,48.560001373291016,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3940.61474609375,0.0,0.0679,72.59971899414063,186.55102998046874,267.5677412597656,2.9682390689849854,0.0,141.22,74.38074574232103,218.63702914357185,419.1747213220596,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.1668500006198883,0.0,0.0,0.0,0.0,0.0,146.5830535888672,0.0,0.0,0.0,0.0,0.0,540.0207405579358,767.1810593923701
2021-09-04,156.50311279296875,0.0,0.0,0.0,0.0,0.0,24.280000686645508,0.0,2.0,98.4000015258789,98.4000015258789,48.560001373291016,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3887.828369140625,0.0,0.0679,72.59971899414063,186.55102998046874,263.98354626464845,2.8328070640563965,0.0,141.22,74.38074574232103,218.63702914357185,400.0490135860443,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.17162099480628967,0.0,0.0,0.0,0.0,0.0,139.11306762695312,0.0,0.0,0.0,0.0,0.0,540.0207405579358,744.4711566612375
2021-09-05,156.50311279296875,0.0,0.0,0.0,0.0,0.0,24.280000686645508,0.0,2.0,98.4000015258789,98.4000015258789,48.560001373291016,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3952.133544921875,0.0,0.0679,72.59971899414063,186.55102998046874,268.3498677001953,2.9108240604400635,0.0,141.22,74.38074574232103,218.63702914357185,411.06657381534575,7.999999979801942e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,36.432679908016325,0.18500299751758575,0.0,0.0,0.0,0.0,0.0,142.0708770751953,0.0,0.0,0.0,0.0,0.0,540.0207405579358,764.4091227968484
2021-09-06,156.50311279296875,0.0,0.0,0.0,0.0,0.0,24.280000686645508,0.0,2.0,98.4000015258789,98.4000015258789,48.560001373291016,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3928.37939453125,0.0,0.0679,72.59971899414063,186.55102998046874,266.7369608886719,2.831897020339966,0.0,141.22,74.38074574232103,218.63702914357185,399.92049721241,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.20448699593544006,0.0,0.0,0.0,0.0,0.0,164.38092041015625,0.0,0.0,0.0,0.0,0.0,540.0207405579358,747.0960549116267
2021-09-07,156.72265625,0.0,0.0,0.0,0.0,0.0,24.610000610351562,0.0,2.0,98.4000015258789,98.4000015258789,49.220001220703125,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3426.394287109375,0.0,0.0679,72.59971899414063,186.55102998046874,232.65217209472658,2.502490997314453,0.0,141.22,74.38074574232103,218.63702914357185,353.40177864074707,6.000000212225132e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,27.32451096649129,0.16833999752998352,0.0,0.0,0.0,0.0,0.0,173.14892578125,0.0,0.0,0.0,0.0,0.0,540.0207405579358,662.598462922668
2021-09-08,156.1937255859375,0.0,0.0,0.0,0.0,0.0,25.450000762939453,0.0,2.0,98.4000015258789,98.4000015258789,50.900001525878906,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3497.315185546875,0.0,0.0679,72.59971899414063,186.55102998046874,237.46770109863283,2.4749889373779297,0.0,141.22,74.38074574232103,218.63702914357185,349.5179377365112,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.17107999324798584,0.0,0.0,0.0,0.0,0.0,191.04139709472656,0.0,0.0,0.0,0.0,0.0,540.0207405579358,669.7642357982768
2021-09-09,155.6448516845703,0.0,0.0,0.0,0.0,0.0,25.68000030517578,0.0,2.0,98.4000015258789,98.4000015258789,51.36000061035156,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3427.340087890625,0.0,0.0679,72.59971899414063,186.55102998046874,232.71639196777343,2.5176661014556885,0.0,141.22,74.38074574232103,218.63702914357185,355.5448068475723,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.1816139966249466,0.0,0.0,0.0,0.0,0.0,188.19580078125,0.0,0.0,0.0,0.0,0.0,540.0207405579358,671.4997948629511
2021-09-10,154.48719787597656,0.0,0.0,0.0,0.0,0.0,25.15999984741211,0.0,2.0,98.4000015258789,98.4000015258789,50.31999969482422,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3211.505859375,0.0,0.0679,72.59971899414063,186.55102998046874,218.0612478515625,2.385910987854004,0.0,141.22,74.38074574232103,218.63702914357185,336.93834970474245,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.17150700092315674,0.0,0.0,0.0,0.0,0.0,179.865234375,0.0,0.0,0.0,0.0,0.0,540.0207405579358,637.198192688383
2021-09-11,154.48719787597656,0.0,0.0,0.0,0.0,0.0,25.15999984741211,0.0,2.0,98.4000015258789,98.4000015258789,50.31999969482422,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3270.278076171875,0.0,0.0679,72.59971899414063,186.55102998046874,222.0518813720703,2.6339499950408936,0.0,141.22,74.38074574232103,218.63702914357185,371.966418299675,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.17901299893856049,0.0,0.0,0.0,0.0,0.0,178.8678741455078,0.0,0.0,0.0,0.0,0.0,540.0207405579358,676.2168948038234
2021-09-12,154.48719787597656,0.0,0.0,0.0,0.0,0.0,25.15999984741211,0.0,2.0,98.4000015258789,98.4000015258789,50.31999969482422,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3410.134521484375,0.0,0.0679,72.59971899414063,186.55102998046874,231.54813400878908,2.5817270278930664,0.0,141.22,74.38074574232103,218.63702914357185,364.5914908790588,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.1830260008573532,0.0,0.0,0.0,0.0,0.0,174.53762817382812,0.0,0.0,0.0,0.0,0.0,540.0207405579358,678.338220019926
2021-09-13,154.36741638183594,0.0,0.0,0.0,0.0,0.0,24.260000228881836,0.0,2.0,98.4000015258789,98.4000015258789,48.52000045776367,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3285.51171875,0.0,0.0679,72.59971899414063,186.55102998046874,223.086245703125,2.400662899017334,0.0,141.22,74.38074574232103,218.63702914357185,339.0216145992279,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.17580300569534302,0.0,0.0,0.0,0.0,0.0,169.26954650878906,0.0,0.0,0.0,0.0,0.0,540.0207405579358,642.5064561973704
2021-09-14,153.92831420898438,0.0,0.0,0.0,0.0,0.0,24.0,0.0,2.0,98.4000015258789,98.4000015258789,48.0,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3429.169677734375,0.0,0.0679,72.59971899414063,186.55102998046874,232.84062111816408,2.3956379890441895,0.0,141.22,74.38074574232103,218.63702914357185,338.31199681282044,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.18374499678611755,0.0,0.0,0.0,0.0,0.0,158.09481811523438,0.0,0.0,0.0,0.0,0.0,540.0207405579358,651.0312133682384
2021-09-15,155.04605102539062,0.0,0.0,0.0,0.0,0.0,23.90999984741211,0.0,2.0,98.4000015258789,98.4000015258789,47.81999969482422,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,3615.28271484375,0.0,0.0679,72.59971899414063,186.55102998046874,245.47769633789062,2.5016350746154785,0.0,141.22,74.38074574232103,218.63702914357185,353.2809052371979,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.1907230019569397,0.0,0.0,0.0,0.0,0.0,159.1173858642578,0.0,0.0,0.0,0.0,0.0,540.0207405579358,678.4571967071665
2021-09-16,155.15582275390625,0.0,0.0,0.0,0.0,0.0,24.489999771118164,0.0,2.0,98.4000015258789,98.4000015258789,48.97999954223633,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3571.294921875,0.0,0.0679,72.59971899414063,186.55102998046874,242.4909251953125,2.420969009399414,0.0,141.22,74.38074574232103,218.63702914357185,341.88924350738523,9.000000318337698e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,40.98676644973693,0.19189000129699707,0.0,0.0,0.0,0.0,0.0,152.47406005859375,0.0,0.0,0.0,0.0,0.0,540.0207405579358,674.3469346946711
2021-09-17,153.3594512939453,0.0,0.0,0.0,0.0,0.0,26.420000076293945,0.0,2.0,98.4000015258789,98.4000015258789,52.84000015258789,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3398.538818359375,0.0,0.0679,72.59971899414063,186.55102998046874,230.76078576660157,2.346419095993042,60.0,201.22,140.78514575958252,359.42217490315437,472.14645049571993,7.999999979801942e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,36.432679908016325,0.18821099400520325,0.0,0.0,0.0,0.0,0.0,147.5930633544922,0.0,0.0,0.0,0.0,0.0,680.8058863175183,792.1799163229257
2021-09-18,153.3594512939453,0.0,0.0,0.0,0.0,0.0,26.420000076293945,0.0,2.0,98.4000015258789,98.4000015258789,52.84000015258789,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3432.018310546875,0.0,0.0679,72.59971899414063,186.55102998046874,233.03404328613283,2.3699779510498047,0.0,201.22,140.78514575958252,359.42217490315437,476.8869633102417,7.999999979801942e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,36.432679908016325,0.18848900496959686,0.0,0.0,0.0,0.0,0.0,169.18421936035156,0.0,0.0,0.0,0.0,0.0,680.8058863175183,799.1936866569788
2021-09-19,153.3594512939453,0.0,0.0,0.0,0.0,0.0,26.420000076293945,0.0,2.0,98.4000015258789,98.4000015258789,52.84000015258789,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3329.447998046875,0.0,0.0679,72.59971899414063,186.55102998046874,226.06951906738283,2.282299041748047,0.0,201.22,140.78514575958252,359.42217490315437,459.244213180542,7.999999979801942e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,36.432679908016325,0.18481199443340302,0.0,0.0,0.0,0.0,0.0,152.51669311523438,0.0,0.0,0.0,0.0,0.0,680.8058863175183,774.586412308529
2021-09-20,150.2583770751953,5.0,5.0,751.2918853759766,751.2918853759766,751.2918853759766,24.75,0.0,2.0,98.4000015258789,98.4000015258789,49.5,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2958.993408203125,0.0,0.0679,72.59971899414063,186.55102998046874,200.9156524169922,2.0639889240264893,0.0,201.22,140.78514575958252,359.42217490315437,415.31585129261015,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.16121700406074524,0.0,0.0,0.0,0.0,0.0,132.13446044921875,0.0,0.0,0.0,0.0,0.0,1432.097771693495,1448.9019845228327
2021-09-21,150.30833435058594,0.0,5.0,751.2918853759766,751.2918853759766,751.5416717529297,25.190000534057617,0.0,2.0,98.4000015258789,98.4000015258789,50.380001068115234,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2764.43115234375,0.0,0.0679,72.59971899414063,186.55102998046874,187.70487524414062,1.9870280027389526,0.0,201.22,140.78514575958252,359.42217490315437,399.8297747111321,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.15146799385547638,2198.0,2198.0,332.9266504943371,332.9266504943371,332.9266504943371,123.95039367675781,0.0,0.0,0.0,0.0,0.0,1765.024422187832,1754.2615687079085
2021-09-22,151.7270050048828,0.0,5.0,751.2918853759766,751.2918853759766,758.6350250244141,25.530000686645508,0.0,2.0,98.4000015258789,98.4000015258789,51.060001373291016,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3077.867919921875,0.0,0.0679,72.59971899414063,186.55102998046874,208.98723176269533,2.2661819458007812,0.0,201.22,140.78514575958252,359.42217490315437,456.0011311340332,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.16701599955558777,0.0,2198.0,332.9266504943371,332.9266504943371,367.1011670231819,147.92425537109375,0.0,0.0,0.0,0.0,0.0,1765.024422187832,1873.6631517548692
2021-09-23,153.10569763183594,0.0,5.0,751.2918853759766,751.2918853759766,765.5284881591797,25.850000381469727,0.0,2.0,98.4000015258789,98.4000015258789,51.70000076293945,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3155.523681640625,0.0,0.0679,72.59971899414063,186.55102998046874,214.26005798339844,2.3309409618377686,0.0,201.22,140.78514575958252,359.42217490315437,469.0319403409958,7.999999979801942e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,36.432679908016325,0.17109599709510803,0.0,2198.0,332.9266504943371,332.9266504943371,376.06900161504745,149.75357055664062,0.0,0.0,0.0,0.0,0.0,1765.024422187832,1913.022168769577
2021-09-24,153.2955322265625,0.0,5.0,751.2918853759766,751.2918853759766,766.4776611328125,25.040000915527344,0.0,2.0,98.4000015258789,98.4000015258789,50.08000183105469,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2931.669189453125,0.0,0.0679,72.59971899414063,186.55102998046874,199.0603379638672,2.281269073486328,0.0,201.22,140.78514575958252,359.42217490315437,459.03696296691896,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.16030900180339813,0.0,2198.0,332.9266504943371,332.9266504943371,352.3591859638691,139.39564514160156,0.0,0.0,0.0,0.0,0.0,1765.024422187832,1858.8927452957762
2021-09-25,153.2955322265625,0.0,5.0,751.2918853759766,751.2918853759766,766.4776611328125,25.040000915527344,0.0,2.0,98.4000015258789,98.4000015258789,50.08000183105469,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2925.565673828125,0.0,0.0679,72.59971899414063,186.55102998046874,198.6459092529297,2.3015410900115967,0.0,201.22,140.78514575958252,359.42217490315437,463.11609813213346,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.15855400264263153,0.0,2198.0,332.9266504943371,332.9266504943371,348.5016978085041,136.17892456054688,0.0,0.0,0.0,0.0,0.0,1765.024422187832,1858.6999635946881
2021-09-26,153.2955322265625,0.0,5.0,751.2918853759766,751.2918853759766,766.4776611328125,25.040000915527344,0.0,2.0,98.4000015258789,98.4000015258789,50.08000183105469,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3062.265380859375,0.0,0.0679,72.59971899414063,186.55102998046874,207.92781936035158,2.2084949016571045,0.0,201.22,140.78514575958252,359.42217490315437,444.39334411144256,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.15839800238609314,0.0,2198.0,332.9266504943371,332.9266504943371,348.1588092446327,135.69937133789062,0.0,0.0,0.0,0.0,0.0,1765.024422187832,1848.9162311175478
2021-09-27,152.07667541503906,0.0,5.0,751.2918853759766,751.2918853759766,760.3833770751953,25.0,0.0,2.0,98.4000015258789,98.4000015258789,50.0,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2934.138916015625,0.0,0.0679,72.59971899414063,186.55102998046874,199.22803239746094,2.1359050273895264,0.0,201.22,140.78514575958252,359.42217490315437,429.7868096113205,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.15471799671649933,0.0,2198.0,332.9266504943371,332.9266504943371,340.0701567828655,136.72842407226562,0.0,0.0,0.0,0.0,0.0,1765.024422187832,1811.346971304096
2021-09-28,147.9105987548828,0.0,5.0,751.2918853759766,751.2918853759766,739.5529937744141,23.389999389648438,0.0,2.0,98.4000015258789,98.4000015258789,46.779998779296875,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2807.296630859375,0.0,0.0679,72.59971899414063,186.55102998046874,190.61544123535157,2.0391390323638916,0.0,201.22,140.78514575958252,359.42217490315437,410.3155560922623,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.14640800654888153,0.0,2198.0,332.9266504943371,332.9266504943371,321.8047983944416,131.53721618652344,0.0,0.0,0.0,0.0,0.0,1765.024422187832,1740.9473837130201
2021-09-29,147.5309600830078,0.0,5.0,751.2918853759766,751.2918853759766,737.6548004150391,22.559999465942383,0.0,2.0,98.4000015258789,98.4000015258789,45.119998931884766,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2853.143310546875,-0.065,0.0029,-185.45431518554688,1.0967147949218656,8.274115600585937,2.065687894821167,92.9,294.12,191.90240542888642,551.3245803320408,607.5601236248017,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.15023000538349152,0.0,2198.0,332.9266504943371,332.9266504943371,330.20555183291435,135.35145568847656,0.0,0.0,0.0,0.0,0.0,1771.4725124311715,1760.6931858424796
2021-09-30,146.9714813232422,0.0,5.0,751.2918853759766,751.2918853759766,734.8574066162109,25.299999237060547,0.0,2.0,98.4000015258789,98.4000015258789,50.599998474121094,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3001.678955078125,0.0,0.0029,-185.45431518554688,1.0967147949218656,8.704868969726562,2.1144518852233887,0.0,294.12,191.90240542888642,551.3245803320408,621.9025884819031,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.15904200077056885,0.0,2198.0,332.9266504943371,332.9266504943371,349.5743176937103,141.0690460205078,0.0,0.0,0.0,0.0,0.0,1771.4725124311715,1797.5177756729258
